Current: 1.94 A (6.4 W)
Current: 1.32 A (4.4 W)
Current: 1.12 A (3.7 W)
Current: 1.85 A (6.2 W)  
Current: 1.46 A (5.1 W)  
Current: 1.09 A (3.8 W)  
Current: 2.03 A (7.0 W)  
Current: 1.78 A (6.0 W)  
Current: 1.32 A (4.6 W)  
Current: 1.24 A (4.3 W)  
Current: 1.67 A (5.6 W)  
Current: 1.53 A (5.2 W)  
Current: 1.98 A (6.9 W)  
Current: 1.75 A (5.9 W)  
Current: 1.12 A (3.7 W)  
Current: 2.14 A (7.4 W)  
Current: 1.39 A (4.8 W)  
Current: 1.95 A (6.8 W)  
